 1023 2018-04-26 17:00:02 22 0 15 0
 1023 2018-04-26 17:00:08 22 0 15 0
 58108 2018-04-26 17:00:12 22 0 15 0
 5537 2018-04-26 17:00:21 22 0 15 0
 5537 2018-04-26 17:00:23 22 0 15 0
 29110 2018-04-26 19:00:57 22 0 15 0
 29110 2018-04-26 19:01:09 22 0 15 0
 29065 2018-04-26 19:01:14 22 0 15 0
 29065 2018-04-26 19:01:16 22 0 15 0
 49266 2018-04-26 19:01:21 22 0 15 0
 49266 2018-04-26 19:01:23 22 0 15 0
 29109 2018-04-26 19:01:30 22 0 15 0
 29109 2018-04-26 19:01:32 22 0 15 0
 29235 2018-04-26 19:01:46 22 0 15 0
 29235 2018-04-26 19:01:50 22 0 15 0
 55417 2018-04-26 19:01:56 22 0 15 0
 55417 2018-04-26 19:01:58 22 0 15 0
 55417 2018-04-26 19:02:02 22 0 15 0
 49265 2018-04-26 19:02:12 22 0 15 0
 49265 2018-04-26 19:02:14 22 0 15 0
 4963 2018-04-26 19:02:18 22 0 15 0
 4963 2018-04-26 19:02:20 22 0 15 0
 55424 2018-04-26 19:02:24 22 0 15 0
 55424 2018-04-26 19:02:26 22 0 15 0
 49250 2018-04-26 19:02:36 22 1 15 0
 49250 2018-04-26 19:02:40 22 1 15 0
 55426 2018-04-26 19:02:45 22 1 15 0
 55426 2018-04-26 19:02:52 22 1 15 0
 55358 2018-04-26 19:03:00 22 1 15 0
 55358 2018-04-26 19:03:02 22 1 15 0
 4120 2018-04-26 19:03:12 22 1 15 0
 4120 2018-04-26 19:03:14 22 1 15 0
 55430 2018-04-26 19:03:31 22 1 15 0
 55430 2018-04-26 19:03:43 22 1 15 0
 49137 2018-04-26 19:03:59 22 1 15 0
 49137 2018-04-26 19:04:01 22 1 15 0
 4960 2018-04-26 19:04:06 22 1 15 0
 4960 2018-04-26 19:04:08 22 1 15 0
 55427 2018-04-26 19:04:15 22 1 15 0
 55427 2018-04-26 19:04:17 22 1 15 0
 49238 2018-04-26 19:05:52 22 1 15 0
 49238 2018-04-26 19:05:54 22 1 15 0
 4191 2018-04-26 19:06:08 22 1 15 0
 4191 2018-04-26 19:06:10 22 1 15 0
 1453 2018-04-26 19:06:14 22 1 15 0
 1453 2018-04-26 19:06:16 22 1 15 0
 55431 2018-04-26 19:06:42 22 0 15 0
 55431 2018-04-26 19:06:43 22 0 15 0
 55431 2018-04-26 19:06:45 22 0 15 0
 4130 2018-04-26 19:07:05 22 1 15 0
 4130 2018-04-26 19:07:11 22 1 15 0
 29094 2018-04-26 19:07:19 22 1 15 0
 55425 2018-04-26 19:07:35 22 1 15 0
 55425 2018-04-26 19:07:36 22 1 15 0
 4117 2018-04-26 19:07:41 22 1 15 0
 4117 2018-04-26 19:07:43 22 1 15 0
 49175 2018-04-26 19:08:20 22 1 15 0
 49175 2018-04-26 19:08:22 22 1 15 0
 55399 2018-04-26 19:08:39 22 1 15 0
 55399 2018-04-26 19:08:41 22 1 15 0
 49181 2018-04-26 19:09:17 22 1 15 0
 49181 2018-04-26 19:09:19 22 1 15 0
 49215 2018-04-26 19:14:47 22 1 15 0
 49215 2018-04-26 19:14:49 22 1 15 0
 49176 2018-04-26 19:19:35 22 1 15 0
 49176 2018-04-26 19:19:37 22 1 15 0
 4147 2018-04-26 19:19:49 22 0 15 0
 4147 2018-04-26 19:19:51 22 0 15 0
 55372 2018-04-26 19:20:20 22 0 15 0
 55372 2018-04-26 19:20:22 22 0 15 0
 55421 2018-04-26 19:20:29 22 0 15 0
 55421 2018-04-26 19:20:31 22 0 15 0
 55389 2018-04-26 19:20:44 22 0 15 0
 49130 2018-04-26 19:21:10 22 1 15 0
 49130 2018-04-26 19:21:15 22 1 15 0
 55365 2018-04-26 19:21:27 22 1 15 0
 55365 2018-04-26 19:21:29 22 1 15 0
 4994 2018-04-26 19:22:47 22 1 15 0
 4994 2018-04-26 19:22:49 22 1 15 0
 4172 2018-04-26 19:23:06 22 1 15 0
 4172 2018-04-26 19:23:08 22 1 15 0
 55423 2018-04-26 19:23:29 22 1 15 0
 55423 2018-04-26 19:23:31 22 1 15 0
 55428 2018-04-26 19:35:54 22 1 15 0
 55428 2018-04-26 19:35:58 22 1 15 0
 55428 2018-04-26 19:36:00 22 1 15 0
 55428 2018-04-26 19:36:02 22 1 15 0
 1017 2018-04-26 19:55:26 22 1 15 0
 55429 2018-04-26 19:58:28 22 0 15 0
 55416 2018-04-26 19:58:38 22 0 15 0
 55416 2018-04-26 19:58:40 22 0 15 0
 49266 2018-04-27 06:00:09 22 0 15 0
 49266 2018-04-27 06:00:11 22 0 15 0
 55417 2018-04-27 06:00:17 22 0 15 0
