 26073 2018-03-08 12:08:57 27 0 15 0
 26073 2018-03-08 12:08:59 27 0 15 0
 26172 2018-03-08 12:36:56 27 0 15 0
 26058 2018-03-08 17:02:29 27 0 15 0
 26058 2018-03-08 17:02:31 27 0 15 0
 26050 2018-03-08 17:02:35 27 0 15 0
 26050 2018-03-08 17:02:37 27 0 15 0
 26050 2018-03-08 17:02:39 27 0 15 0
 24058 2018-03-08 17:02:45 27 0 15 0
 26068 2018-03-08 17:02:51 27 0 15 0
 26010 2018-03-08 17:02:54 27 0 15 0
 26010 2018-03-08 17:02:56 27 0 15 0
 26092 2018-03-08 17:03:00 27 0 15 0
 26070 2018-03-08 17:03:03 27 0 15 0
 26105 2018-03-08 17:03:07 27 0 15 0
 26105 2018-03-08 17:03:09 27 0 15 0
 26105 2018-03-08 17:03:11 27 0 15 0
 26160 2018-03-08 17:03:16 27 0 15 0
 26160 2018-03-08 17:03:18 27 0 15 0
 26042 2018-03-08 17:03:23 27 0 15 0
 26042 2018-03-08 17:03:25 27 0 15 0
 26059 2018-03-08 17:04:30 27 0 15 0
 26059 2018-03-08 17:04:34 27 0 15 0
 240 2018-03-08 17:05:20 27 1 15 0
 26152 2018-03-08 17:05:26 27 1 15 0
 26152 2018-03-08 17:05:28 27 1 15 0
 24073 2018-03-08 17:06:05 27 1 15 0
 26193 2018-03-08 17:08:12 27 1 15 0
 26194 2018-03-08 17:08:27 27 1 15 0
 26116 2018-03-08 17:09:47 27 1 15 0
 26116 2018-03-08 17:09:51 27 1 15 0
 24091 2018-03-08 17:13:05 27 1 15 0
 24091 2018-03-08 17:13:08 27 1 15 0
 26121 2018-03-08 18:34:07 27 0 15 0
 26175 2018-03-08 22:03:22 27 0 15 0
 26175 2018-03-08 22:03:24 27 0 15 0
 26195 2018-03-08 22:05:14 27 0 15 0
 26195 2018-03-08 22:05:32 27 0 15 0
 26103 2018-03-08 22:05:35 27 0 15 0
 26103 2018-03-08 22:05:40 27 0 15 0
 26094 2018-03-08 22:05:44 27 0 15 0
 26094 2018-03-08 22:05:46 27 0 15 0
 26161 2018-03-08 22:10:05 27 0 15 0
 26161 2018-03-08 22:10:09 27 0 15 0
 26008 2018-03-08 22:10:32 27 0 15 0
 26166 2018-03-08 22:13:07 27 0 15 0
 26166 2018-03-08 22:13:10 27 0 15 0
 24012 2018-03-08 23:48:43 27 0 15 0
 26022 2018-03-08 23:48:54 27 0 15 0
 26060 2018-03-09 00:00:47 27 0 15 0
 26168 2018-03-09 00:00:54 27 0 15 0
 26168 2018-03-09 00:00:56 27 0 15 0
 26125 2018-03-09 00:01:01 27 0 15 0
 24055 2018-03-09 00:01:15 27 1 15 0
 26071 2018-03-09 00:01:22 27 1 15 0
 26010 2018-03-09 12:50:15 27 2 15 0
 26010 2018-03-09 12:50:17 27 2 15 0
 26168 2018-03-09 12:59:41 27 1 15 0
 26168 2018-03-09 13:00:25 27 0 15 0
 26080 2018-03-09 13:00:51 27 0 15 0
 26080 2018-03-09 13:00:59 27 0 15 0
