 2181008 2018-02-08 18:01:30 32 0 15 0
 2181008 2018-02-08 18:01:32 32 0 15 0
 2181008 2018-02-08 18:01:34 32 0 15 0
 21010 2018-02-08 22:02:03 32 0 15 0
 21010 2018-02-08 22:02:05 32 0 15 0
 21010 2018-02-08 22:02:07 32 0 15 0
 21097 2018-02-08 22:02:21 32 0 15 0
 21018 2018-02-08 22:03:19 32 0 15 0
 21018 2018-02-08 22:03:22 32 0 15 0
 21018 2018-02-08 22:03:27 32 0 15 0
 21012 2018-02-08 22:03:53 32 0 15 0
 21012 2018-02-08 22:03:55 32 0 15 0
 21012 2018-02-08 22:03:57 32 0 15 0
 21097 2018-02-09 06:20:51 32 0 15 0
 21097 2018-02-09 06:20:53 32 0 15 0
 21097 2018-02-09 06:20:55 32 0 15 0
 21097 2018-02-09 06:20:57 32 0 15 0
 21018 2018-02-09 06:44:00 32 0 15 0
 21018 2018-02-09 06:44:02 32 0 15 0
 21018 2018-02-09 06:44:04 32 0 15 0
 21012 2018-02-09 07:05:58 32 0 15 0
 21012 2018-02-09 07:06:00 32 0 15 0
 21012 2018-02-09 07:06:02 32 0 15 0
 21010 2018-02-09 07:06:10 32 0 15 0
 21010 2018-02-09 07:06:12 32 0 15 0
 21010 2018-02-09 07:06:14 32 0 15 0
 2181008 2018-02-09 07:07:00 32 0 15 0
 2181008 2018-02-09 07:07:02 32 0 15 0
 2181008 2018-02-09 07:07:04 32 0 15 0
 21012 2018-02-09 18:43:37 32 0 15 0
 21012 2018-02-09 18:43:39 32 0 15 0
 21012 2018-02-09 18:43:41 32 0 15 0
 2181008 2018-02-09 22:01:40 32 0 15 0
 2181008 2018-02-09 22:01:42 32 0 15 0
 2181008 2018-02-09 22:01:44 32 0 15 0
 21018 2018-02-09 22:02:00 32 0 15 0
 21018 2018-02-09 22:02:02 32 0 15 0
 21018 2018-02-09 22:02:04 32 0 15 0
 21010 2018-02-09 22:02:39 32 0 15 0
 21010 2018-02-09 22:02:41 32 0 15 0
 21010 2018-02-09 22:02:43 32 0 15 0
 21097 2018-02-09 22:05:00 32 0 15 0
 21097 2018-02-09 22:05:02 32 0 15 0
 21097 2018-02-09 22:05:04 32 0 15 0
 21097 2018-02-10 06:51:06 32 0 15 0
 21097 2018-02-10 06:51:08 32 0 15 0
 21097 2018-02-10 06:51:10 32 0 15 0
 21012 2018-02-10 06:56:31 32 0 15 0
 21012 2018-02-10 06:56:33 32 0 15 0
 21012 2018-02-10 06:56:35 32 0 15 0
 21018 2018-02-10 06:58:34 32 0 15 0
 21018 2018-02-10 06:58:36 32 0 15 0
 21018 2018-02-10 06:58:41 32 0 15 0
 21098 2018-02-10 07:49:09 32 0 15 0
 21098 2018-02-10 07:49:11 32 0 15 0
 21018 2018-02-10 17:02:31 32 0 15 0
 21018 2018-02-10 17:02:35 32 0 15 0
 21018 2018-02-10 17:02:38 32 0 15 0
